gene,furthest_stage,pu_role
LILRA6,,unlabeled
LILRB1,,unlabeled
LILRB2,,unlabeled
LILRB3,,unlabeled
LILRB4,,unlabeled
LILRB5,,unlabeled
LIM2,,unlabeled
LIMA1,,unlabeled
LIMCH1,,unlabeled
LIMD1,,unlabeled
LIMD2,,unlabeled
LIME1,,unlabeled
LIMK1,,unlabeled
LIMK2,,unlabeled
LIMS1,,unlabeled
LIMS2,,unlabeled
LIMS3,,unlabeled
LIN28A,,unlabeled
LIN28B,,unlabeled
LIN37,,unlabeled
LIN52,,unlabeled
LIN54,,unlabeled
LIN7A,,unlabeled
LIN7B,,unlabeled
LIN7C,,unlabeled
LIN9,,unlabeled
SMIM45,,unlabeled
LINC02203,,unlabeled
LINC02210-CRHR1,,unlabeled
LINGO1,Phase 2,trial_heldout
LINGO2,,unlabeled
LINGO3,,unlabeled
LINGO4,,unlabeled
LINS1,,unlabeled
LIPA,,unlabeled
LIPC,,unlabeled
LIPE,,unlabeled
LIPF,,unlabeled
LIPG,,unlabeled
LIPH,,unlabeled
LIPI,,unlabeled
LIPJ,,unlabeled
LIPK,,unlabeled
LIPM,,unlabeled
LIPN,,unlabeled
LIPT1,,unlabeled
LIPT2,,unlabeled
LITAF,,unlabeled
LIX1,,unlabeled
LIX1L,,unlabeled
LKAAEAR1,,unlabeled
SOFU1,,unlabeled
LLGL1,,unlabeled
LLGL2,,unlabeled
LLPH,,unlabeled
LMAN1,,unlabeled
LMAN1L,,unlabeled
LMAN2,,unlabeled
LMAN2L,,unlabeled
LMBR1,,unlabeled
LMBR1L,,unlabeled
LMBRD1,,unlabeled
LMBRD2,,unlabeled
LMCD1,,unlabeled
LMF1,,unlabeled
LMF2,,unlabeled
LMLN,,unlabeled
CIROP,,unlabeled
LMNA,,unlabeled
LMNB1,,unlabeled
LMNB2,,unlabeled
LMNTD1,,unlabeled
LMNTD2,,unlabeled
LMO1,,unlabeled
LMO2,,unlabeled
LMO3,,unlabeled
LMO4,,unlabeled
LMO7,,unlabeled
LMOD1,,unlabeled
LMOD2,,unlabeled
LMOD3,,unlabeled
LMTK2,,unlabeled
LMTK3,,unlabeled
LMX1A,,unlabeled
LMX1B,,unlabeled
LNP1,,unlabeled
LNPEP,Phase 2,trial_heldout
LNPK,,unlabeled
LNX1,,unlabeled
LNX2,,unlabeled
LONP1,,unlabeled
LONP2,,unlabeled
LONRF1,,unlabeled
LONRF2,,unlabeled
LONRF3,,unlabeled
LORICRIN,,unlabeled
LOX,,unlabeled
LOXHD1,,unlabeled
LOXL1,,unlabeled
LOXL2,Phase 2,trial_heldout
LOXL3,,unlabeled
LOXL4,,unlabeled
LPA,,unlabeled
LPAR1,Phase 2,trial_heldout
LPAR2,,unlabeled
LPAR3,,unlabeled
LPAR4,,unlabeled
LPAR5,,unlabeled
LPAR6,,unlabeled
LPCAT1,,unlabeled
LPCAT2,,unlabeled
LPCAT3,,unlabeled
LPCAT4,,unlabeled
LPGAT1,,unlabeled
LPIN1,,unlabeled
LPIN2,,unlabeled
LPIN3,,unlabeled
LPL,,unlabeled
LPO,,unlabeled
LPP,,unlabeled
LPXN,,unlabeled
LRAT,,unlabeled
LRATD1,,unlabeled
LRATD2,,unlabeled
LRBA,,unlabeled
LRCH1,,unlabeled
LRCH2,,unlabeled
LRCH3,,unlabeled
LRCH4,,unlabeled
LRCOL1,,unlabeled
LRFN1,,unlabeled
LRFN2,,unlabeled
LRFN3,,unlabeled
LRFN4,,unlabeled
LRFN5,,unlabeled
LRG1,,unlabeled
LRGUK,,unlabeled
LRIF1,,unlabeled
LRIG1,,unlabeled
LRIG2,,unlabeled
LRIG3,,unlabeled
LRIT1,,unlabeled
LRIT2,,unlabeled
LRIT3,,unlabeled
LRMDA,,unlabeled
LRP1,,unlabeled
LRP10,,unlabeled
LRP11,,unlabeled
LRP12,,unlabeled
LRP1B,,unlabeled
LRP2,,unlabeled
LRP2BP,,unlabeled
LRP3,,unlabeled
LRP4,,unlabeled
LRP5,,unlabeled
LRP6,,unlabeled
LRP8,,unlabeled
LRPAP1,,unlabeled
LRPPRC,,unlabeled
LRR1,,unlabeled
LRRC1,,unlabeled
LRRC10,,unlabeled
LRRC10B,,unlabeled
LRRC14,,unlabeled
LRRC14B,,unlabeled
LRRC15,,unlabeled
LRRC17,,unlabeled
LRRC18,,unlabeled
LRRC19,,unlabeled
LRRC2,,unlabeled
LRRC20,,unlabeled
LRRC23,,unlabeled
LRRC24,,unlabeled
LRRC25,,unlabeled
LRRC26,,unlabeled
LRRC27,,unlabeled
LRRC28,,unlabeled
LRRC3,,unlabeled
LRRC30,,unlabeled
LRRC31,,unlabeled
LRRC32,,unlabeled
LRRC34,,unlabeled
LRRC36,,unlabeled
LRRC37A,,unlabeled
LRRC37A2,,unlabeled
LRRC37A3,,unlabeled
LRRC37B,,unlabeled
LRRC38,,unlabeled
LRRC39,,unlabeled
LRRC3B,,unlabeled
LRRC3C,,unlabeled
LRRC4,,unlabeled
LRRC40,,unlabeled
LRRC41,,unlabeled
LRRC42,,unlabeled
LRRC43,,unlabeled
LRRC45,,unlabeled
LRRC46,,unlabeled
LRRC47,,unlabeled
LRRC49,,unlabeled
LRRC4B,,unlabeled
LRRC4C,,unlabeled
LRRC51,,unlabeled
LRRC52,,unlabeled
LRRC53,,unlabeled
LRRC55,,unlabeled
LRRC56,,unlabeled
LRRC57,,unlabeled
LRRC58,,unlabeled
LRRC59,,unlabeled
LRRC61,,unlabeled
LRRC63,,unlabeled
LRRC66,,unlabeled
LRRC69,,unlabeled
LRRC7,,unlabeled
LRRC70,,unlabeled
LRRC71,,unlabeled
LRRC72,,unlabeled
LRRC73,,unlabeled
LRRC74A,,unlabeled
LRRC74B,,unlabeled
LRRC75A,,unlabeled
LRRC75B,,unlabeled
LRRC8A,,unlabeled
LRRC8B,,unlabeled
LRRC8C,,unlabeled
LRRC8D,,unlabeled
LRRC8E,,unlabeled
LRRC9,,unlabeled
LRRCC1,,unlabeled
LRRD1,,unlabeled
LRRFIP1,,unlabeled
LRRFIP2,,unlabeled
LRRIQ1,,unlabeled
LRRIQ3,,unlabeled
LRRIQ4,,unlabeled
LRRK1,,unlabeled
LRRK2,,unlabeled
LRRN1,,unlabeled
LRRN2,,unlabeled
LRRN3,,unlabeled
LRRN4,,unlabeled
LRRN4CL,,unlabeled
LRRTM1,,unlabeled
LRRTM2,,unlabeled
LRRTM3,,unlabeled
LRRTM4,,unlabeled
LRSAM1,,unlabeled
LRTM1,,unlabeled
LRTM2,,unlabeled
LRTOMT,,unlabeled
LRWD1,,unlabeled
LSAMP,,unlabeled
LSG1,,unlabeled
LSM1,,unlabeled
LSM10,,unlabeled
LSM11,,unlabeled
LSM12,,unlabeled
LSM14A,,unlabeled
LSM14B,,unlabeled
LSM2,,unlabeled
LSM3,,unlabeled
LSM4,,unlabeled
LSM5,,unlabeled
LSM6,,unlabeled
LSM7,,unlabeled
LSM8,,unlabeled
LSMEM1,,unlabeled
LSMEM2,,unlabeled
LSP1,,unlabeled
LSR,,unlabeled
LSS,,unlabeled
LST1,,unlabeled
LTA,Phase 2,trial_heldout
LTA4H,Phase 2,trial_heldout
LTB,Phase 2,trial_heldout
LTB4R,Phase 3,trial_heldout
LTB4R2,Phase 3,trial_heldout
LTBP1,,unlabeled
LTBP2,,unlabeled
LTBP3,,unlabeled
LTBP4,,unlabeled
LTBR,,unlabeled
LTC4S,,unlabeled
LTF,,unlabeled
LTK,,unlabeled
LTN1,,unlabeled
LTO1,,unlabeled
LTV1,,unlabeled
LUC7L,,unlabeled
LUC7L2,,unlabeled
LUC7L3,,unlabeled
LUM,,unlabeled
LURAP1,,unlabeled
LURAP1L,,unlabeled
LUZP1,,unlabeled
LUZP2,,unlabeled
LUZP4,,unlabeled
LVRN,Phase 2,trial_heldout
LXN,,unlabeled
LY6D,,unlabeled
LY6E,,unlabeled
LY6G5B,,unlabeled
LY6G5C,,unlabeled
LY6G6C,,unlabeled
LY6G6D,,unlabeled
LY6G6E,,unlabeled
LY6G6F,,unlabeled
LY6G6F-LY6G6D,,unlabeled
LY6H,,unlabeled
LY6K,,unlabeled
LY6L,,unlabeled
LY75,,unlabeled
LY75-CD302,,unlabeled
LY86,,unlabeled
LY9,,unlabeled
LY96,,unlabeled
LYAR,,unlabeled
LYG1,,unlabeled
LYG2,,unlabeled
LYL1,,unlabeled
LYN,Approved,P
LYNX1,,unlabeled
LYNX1-SLURP2,,unlabeled
LYPD1,,unlabeled
LYPD2,,unlabeled
LYPD3,,unlabeled
LYPD4,,unlabeled
LYPD5,,unlabeled
LYPD6,,unlabeled
LYPD6B,,unlabeled
LYPD8,,unlabeled
LYPLA1,,unlabeled
LYPLA2,,unlabeled
LYPLAL1,,unlabeled
LYRM1,,unlabeled
LYRM2,,unlabeled
LYRM4,,unlabeled
LYRM7,,unlabeled
LYRM9,,unlabeled
LYSMD1,,unlabeled
LYSMD2,,unlabeled
LYSMD3,,unlabeled
LYSMD4,,unlabeled
LYST,,unlabeled
LYVE1,,unlabeled
LYZ,,unlabeled
LYZL1,,unlabeled
LYZL2,,unlabeled
LYZL4,,unlabeled
LYZL6,,unlabeled
LZIC,,unlabeled
LZTFL1,,unlabeled
LZTR1,,unlabeled
LZTS1,,unlabeled
LZTS2,,unlabeled
LZTS3,,unlabeled
M1AP,,unlabeled
M6PR,,unlabeled
MAB21L1,,unlabeled
MAB21L2,,unlabeled
MAB21L3,,unlabeled
MAB21L4,,unlabeled
MACC1,,unlabeled
MACF1,,unlabeled
MACIR,,unlabeled
MACO1,,unlabeled
MACROD1,,unlabeled
MACROD2,,unlabeled
MACROH2A1,,unlabeled
MACROH2A2,,unlabeled
MAD1L1,,unlabeled
MAD2L1,,unlabeled
MAD2L1BP,,unlabeled
MAD2L2,,unlabeled
MADCAM1,Phase 3,trial_heldout
MADD,,unlabeled
MAEA,,unlabeled
MAEL,,unlabeled
MAF,,unlabeled
MAF1,,unlabeled
MAFA,,unlabeled
MAFB,,unlabeled
MAFF,,unlabeled
MAFG,,unlabeled
MAFK,,unlabeled
MAG,,unlabeled
MAGEA1,,unlabeled
MAGEA10,,unlabeled
MAGEA11,,unlabeled
MAGEA12,,unlabeled
MAGEA3,Phase 3,trial_heldout
MAGEA4,,unlabeled
MAGEA6,,unlabeled
MAGEA8,,unlabeled
MAGEA9,,unlabeled
MAGEA9B,,unlabeled
MAGEB1,,unlabeled
MAGEB10,,unlabeled
MAGEB16,,unlabeled
MAGEB17,,unlabeled
MAGEB18,,unlabeled
MAGEB2,,unlabeled
MAGEB3,,unlabeled
MAGEB4,,unlabeled
MAGEB5,,unlabeled
MAGEB6,,unlabeled
MAGEB6B,,unlabeled
MAGEC1,,unlabeled
MAGEC2,,unlabeled
MAGEC3,,unlabeled
MAGED1,,unlabeled
MAGED2,,unlabeled
MAGEE1,,unlabeled
MAGEE2,,unlabeled
MAGEF1,,unlabeled
MAGEH1,,unlabeled
MAGEL2,,unlabeled
MAGI1,,unlabeled
MAGI2,,unlabeled
MAGI3,,unlabeled
MAGIX,,unlabeled
MAGOH,,unlabeled
MAGOHB,,unlabeled
MAGT1,,unlabeled
MAIP1,,unlabeled
MAJIN,,unlabeled
MAK,,unlabeled
MAK16,,unlabeled
MAL,,unlabeled
MAL2,,unlabeled
MALL,,unlabeled
MALRD1,,unlabeled
MALSU1,,unlabeled
MALT1,,unlabeled
MAMDC2,,unlabeled
MAMDC4,,unlabeled
MAML1,,unlabeled
MAML2,,unlabeled
MAML3,,unlabeled
MAMLD1,,unlabeled
MAMSTR,,unlabeled
MAN1A1,,unlabeled
MAN1A2,,unlabeled
MAN1B1,,unlabeled
MAN1C1,,unlabeled
MAN2A1,,unlabeled
MAN2A2,,unlabeled
MAN2B1,,unlabeled
MAN2B2,,unlabeled
MAN2C1,,unlabeled
MANBA,,unlabeled
MANBAL,,unlabeled
MANEA,,unlabeled
MANEAL,,unlabeled
MANF,,unlabeled
MANSC1,,unlabeled
MANSC4,,unlabeled
MAOA,Phase 2,trial_heldout
MAOB,Phase 2,trial_heldout
MAP10,,unlabeled
MAP1A,,unlabeled
MAP1B,,unlabeled
MAP1LC3A,,unlabeled
MAP1LC3B,,unlabeled
MAP1LC3B2,,unlabeled
MAP1LC3C,,unlabeled
MAP1S,,unlabeled
MAP2,,unlabeled
MAP2K1,Phase 2,trial_heldout
MAP2K2,Phase 2,trial_heldout
MAP2K3,,unlabeled
MAP2K4,,unlabeled
MAP2K5,,unlabeled
MAP2K6,,unlabeled
MAP2K7,,unlabeled
MAP3K1,Phase 2,trial_heldout
MAP3K10,,unlabeled
MAP3K11,,unlabeled
MAP3K12,,unlabeled
MAP3K13,,unlabeled
MAP3K14,,unlabeled
MAP3K15,,unlabeled
MAP3K19,,unlabeled
MAP3K2,,unlabeled
MAP3K20,,unlabeled
MAP3K21,,unlabeled
MAP3K3,,unlabeled
MAP3K4,,unlabeled
MAP3K5,,unlabeled
MAP3K6,,unlabeled
MAP3K7,,unlabeled
MAP3K7CL,,unlabeled
MAP3K8,Phase 2,trial_heldout
MAP3K9,,unlabeled
MAP4,,unlabeled
MAP4K1,,unlabeled
MAP4K2,,unlabeled
MAP4K3,,unlabeled
MAP4K4,,unlabeled
MAP4K5,,unlabeled
MAP6,,unlabeled
MAP6D1,,unlabeled
MAP7,,unlabeled
MAP7D1,,unlabeled
MAP7D2,,unlabeled
MAP7D3,,unlabeled
MAP9,,unlabeled
MAPK1,Phase 2,trial_heldout
MAPK10,Phase 2,trial_heldout
MAPK11,Phase 2,trial_heldout
MAPK12,,unlabeled
MAPK13,,unlabeled
MAPK14,Phase 2,trial_heldout
MAPK15,,unlabeled
MAPK1IP1L,,unlabeled
MAPK3,Phase 2,trial_heldout
MAPK4,,unlabeled
MAPK6,,unlabeled
MAPK7,,unlabeled
MAPK8,Phase 2,trial_heldout
MAPK8IP1,,unlabeled
MAPK8IP2,,unlabeled
MAPK8IP3,,unlabeled
MAPK9,Phase 2,trial_heldout
MAPKAP1,,unlabeled
MAPKAPK2,,unlabeled
MAPKAPK3,,unlabeled
MAPKAPK5,Phase 2,trial_heldout
MAPKBP1,,unlabeled
MAPRE1,,unlabeled
MAPRE2,,unlabeled
MAPRE3,,unlabeled
MAPT,,unlabeled
MARCHF1,,unlabeled
MARCHF10,,unlabeled
MARCHF11,,unlabeled
MARCHF2,,unlabeled
MARCHF3,,unlabeled
MARCHF4,,unlabeled
MARCHF5,,unlabeled
MARCHF6,,unlabeled
MARCHF7,,unlabeled
MARCHF8,,unlabeled
MARCHF9,,unlabeled
MARCKS,,unlabeled
MARCKSL1,,unlabeled
MARCO,,unlabeled
MARF1,,unlabeled
MARK1,,unlabeled
MARK2,,unlabeled
MARK3,,unlabeled
MARK4,,unlabeled
MARS1,,unlabeled
MARS2,,unlabeled
MARVELD1,,unlabeled
MARVELD2,,unlabeled
MARVELD3,,unlabeled
MAS1,Phase 2,trial_heldout
MAS1L,,unlabeled
MASP1,,unlabeled
MASP2,Phase 3,trial_heldout
MAST1,,unlabeled
MAST2,,unlabeled
MAST3,,unlabeled
MAST4,,unlabeled
MASTL,,unlabeled
MAT1A,,unlabeled
MAT2A,,unlabeled
MAT2B,,unlabeled
MATK,,unlabeled
MATN1,,unlabeled
MATN2,,unlabeled
MATN3,,unlabeled
MATN4,,unlabeled
MAU2,,unlabeled
MAVS,,unlabeled
MAX,,unlabeled
MAZ,,unlabeled
MB,,unlabeled
MB21D2,,unlabeled
MBD1,,unlabeled
MBD2,,unlabeled
MBD3,,unlabeled
MBD3L1,,unlabeled
MBD3L2,,unlabeled
MBD3L2B,,unlabeled
MBD3L3,,unlabeled
MBD3L4,,unlabeled
MBD3L5,,unlabeled
MBD4,,unlabeled
MBD5,,unlabeled
MBD6,,unlabeled
MBIP,,unlabeled
MBL2,,unlabeled
MBLAC1,,unlabeled
MBLAC2,,unlabeled
MBNL1,,unlabeled
MBNL2,,unlabeled
MBNL3,,unlabeled
MBOAT1,,unlabeled
MBOAT2,,unlabeled
MBOAT4,,unlabeled
MBOAT7,,unlabeled
MBP,,unlabeled
MBTD1,,unlabeled
MBTPS1,,unlabeled
MBTPS2,,unlabeled
MC1R,Phase 3,trial_heldout
MC2R,Approved,P
MC3R,,unlabeled
MC4R,,unlabeled
MC5R,,unlabeled
MCAM,,unlabeled
MCAT,,unlabeled
MCC,,unlabeled
MCCC1,,unlabeled
MCCC2,,unlabeled
MCCD1,,unlabeled
MCEE,,unlabeled
MCEMP1,,unlabeled
MCF2,,unlabeled
MCF2L,,unlabeled
MCF2L2,,unlabeled
MCFD2,,unlabeled
MCHR1,,unlabeled
MCHR2,,unlabeled
MCIDAS,,unlabeled
MCL1,Phase 2,trial_heldout
MCM10,,unlabeled
MCM2,,unlabeled
MCM3,,unlabeled
MCM3AP,,unlabeled
MCM4,,unlabeled
MCM5,,unlabeled
MCM6,,unlabeled
MCM7,,unlabeled
MCM8,,unlabeled
MCM9,,unlabeled
MCMBP,,unlabeled
MCMDC2,,unlabeled
MCOLN1,,unlabeled
MCOLN2,,unlabeled
MCOLN3,,unlabeled
MCPH1,,unlabeled
MCRIP1,,unlabeled
MCRIP2,,unlabeled
MCRS1,,unlabeled
MCTP1,,unlabeled
MCTP2,,unlabeled
MCTS1,,unlabeled
MCTS2,,unlabeled
MCU,,unlabeled
MCUB,,unlabeled
MCUR1,,unlabeled
MDC1,,unlabeled
MDFI,,unlabeled
MDFIC,,unlabeled
MDGA1,,unlabeled
MDGA2,,unlabeled
MDH1,,unlabeled
MDH1B,,unlabeled
MDH2,,unlabeled
MDK,,unlabeled
SAXO6,,unlabeled
MDM2,Phase 3,trial_heldout
MDM4,,unlabeled
MDN1,,unlabeled
MDP1,,unlabeled
ME1,,unlabeled
ME2,,unlabeled
ME3,,unlabeled
MEA1,,unlabeled
MEAF6,,unlabeled
MEAK7,,unlabeled
MECOM,,unlabeled
MECP2,,unlabeled
MECR,,unlabeled
MED1,,unlabeled
MED10,,unlabeled
MED11,,unlabeled
MED12,,unlabeled
MED12L,,unlabeled
MED13,,unlabeled
MED13L,,unlabeled
MED14,,unlabeled
MED15,,unlabeled
MED16,,unlabeled
MED17,,unlabeled
MED18,,unlabeled
MED19,,unlabeled
MED20,,unlabeled
MED21,,unlabeled
MED22,,unlabeled
MED23,,unlabeled
MED24,,unlabeled
MED25,,unlabeled
MED26,,unlabeled
MED27,,unlabeled
MED28,,unlabeled
MED29,,unlabeled
MED30,,unlabeled
MED31,,unlabeled
MED4,,unlabeled
MED6,,unlabeled
MED7,,unlabeled
MED8,,unlabeled
MED9,,unlabeled
MEDAG,,unlabeled
MEF2A,,unlabeled
MEF2B,,unlabeled
MEF2C,,unlabeled
MEF2D,,unlabeled
MEFV,,unlabeled
MEGF10,,unlabeled
MEGF11,,unlabeled
MEGF6,,unlabeled
MEGF8,,unlabeled
MEGF9,,unlabeled
MEI1,,unlabeled
MEI4,,unlabeled
MEIG1,,unlabeled
MEIOB,,unlabeled
MEIOC,,unlabeled
MEIOSIN,,unlabeled
MEIS1,,unlabeled
MEIS2,,unlabeled
MEIS3,,unlabeled
MELK,,unlabeled
MELTF,,unlabeled
MEMO1,,unlabeled
MEN1,Phase 3,trial_heldout
MEOX1,,unlabeled
MEOX2,,unlabeled
MEP1A,,unlabeled
MEP1B,,unlabeled
MEPCE,,unlabeled
MEPE,,unlabeled
MERTK,Phase 1,trial_heldout
MESD,,unlabeled
MESP1,,unlabeled
MESP2,,unlabeled
MEST,,unlabeled
MET,Phase 3,trial_heldout
METAP1,Phase 2,trial_heldout
METAP1D,Phase 2,trial_heldout
METAP2,Phase 2,trial_heldout
METRN,,unlabeled
METRNL,,unlabeled
METTL1,,unlabeled
METTL13,,unlabeled
METTL14,,unlabeled
METTL15,,unlabeled
METTL16,,unlabeled
METTL17,,unlabeled
METTL18,,unlabeled
METTL21A,,unlabeled
METTL21C,,unlabeled
METTL22,,unlabeled
METTL23,,unlabeled
METTL24,,unlabeled
METTL25,,unlabeled
METTL25B,,unlabeled
METTL26,,unlabeled
METTL27,,unlabeled
METTL2A,,unlabeled
METTL2B,,unlabeled
METTL3,,unlabeled
METTL4,,unlabeled
METTL5,,unlabeled
METTL6,,unlabeled
TMT1A,,unlabeled
TMT1B,,unlabeled
METTL8,,unlabeled
METTL9,,unlabeled
MEX3A,,unlabeled
MEX3B,,unlabeled
MEX3C,,unlabeled
MEX3D,,unlabeled
MFAP1,,unlabeled
MFAP2,,unlabeled
MFAP3,,unlabeled
MFAP3L,,unlabeled
MFAP4,,unlabeled
MFAP5,,unlabeled
MFF,,unlabeled
MFGE8,,unlabeled
MFHAS1,,unlabeled
MFN1,,unlabeled
MFN2,,unlabeled
MFNG,,unlabeled
MFRP,,unlabeled
MFSD1,,unlabeled
SLC75A1,,unlabeled
MFSD11,,unlabeled
MFSD12,,unlabeled
SLC68A1,,unlabeled
SLC71A1,,unlabeled
SLC71A2,,unlabeled
MFSD2A,,unlabeled
MFSD2B,,unlabeled
SLC33A2,,unlabeled
SLC60A1,,unlabeled
SLC60A2,,unlabeled
SLC61A1,,unlabeled
MFSD6,,unlabeled
MFSD6L,,unlabeled
MFSD8,,unlabeled
SLC67A2,,unlabeled
MGA,,unlabeled
MGAM,Phase 3,trial_heldout
MGAM2,,unlabeled
MGARP,,unlabeled
MGAT1,,unlabeled
MGAT2,,unlabeled
MGAT3,,unlabeled
MGAT4A,,unlabeled
MGAT4B,,unlabeled
MGAT4C,,unlabeled
MGAT4D,,unlabeled
MGAT5,,unlabeled
MGAT5B,,unlabeled
MGLL,Phase 1,trial_heldout
MGME1,,unlabeled
MGMT,,unlabeled
MGP,,unlabeled
MGRN1,,unlabeled
MGST1,,unlabeled
MGST2,,unlabeled
MGST3,,unlabeled
MIA,,unlabeled
MIA-RAB4B,,unlabeled
MIA2,,unlabeled
MIA3,,unlabeled
MIB1,,unlabeled
MIB2,,unlabeled
MICA,,unlabeled
MICAL1,,unlabeled
MICAL2,,unlabeled
MICAL3,,unlabeled
MICALL1,,unlabeled
MICALL2,,unlabeled
MICB,,unlabeled
MICOS10,,unlabeled
MICOS10-NBL1,,unlabeled
MICOS13,,unlabeled
MICU1,,unlabeled
MICU2,,unlabeled
MICU3,,unlabeled
MID1,,unlabeled
MID1IP1,,unlabeled
MID2,,unlabeled
MIDEAS,,unlabeled
MIDN,,unlabeled
MIEF1,,unlabeled
MIEF2,,unlabeled
MIEN1,,unlabeled
MIER1,,unlabeled
MIER2,,unlabeled
MIER3,,unlabeled
MIF,Approved,P
MIF4GD,,unlabeled
MIGA1,,unlabeled
MIGA2,,unlabeled
MIIP,,unlabeled
MILR1,,unlabeled
MINAR1,,unlabeled
MINAR2,,unlabeled
MINDY1,,unlabeled
MINDY2,,unlabeled
MINDY3,,unlabeled
MINDY4,,unlabeled
MINDY4B,,unlabeled
MINK1,,unlabeled
MINPP1,,unlabeled
MIOS,,unlabeled
MIOX,,unlabeled
MIP,,unlabeled
MIPEP,,unlabeled
MIPOL1,,unlabeled
MIS12,,unlabeled
MIS18A,,unlabeled
MIS18BP1,,unlabeled
MISP,,unlabeled
MISP3,,unlabeled
MITD1,,unlabeled
MITF,,unlabeled
MIX23,,unlabeled
MIXL1,,unlabeled
MKI67,,unlabeled
MKLN1,,unlabeled
MKNK1,Phase 1,trial_heldout
MKNK2,Phase 1,trial_heldout
MKRN1,,unlabeled
MKRN2,,unlabeled
MKRN2OS,,unlabeled
MKRN3,,unlabeled
MKS1,,unlabeled
MKX,,unlabeled
MLANA,,unlabeled
MLC1,,unlabeled
MLEC,,unlabeled
MLF1,,unlabeled
MLF2,,unlabeled
MLH1,,unlabeled
MLH3,,unlabeled
MLIP,,unlabeled
MLKL,,unlabeled
MLLT1,,unlabeled
MLLT10,,unlabeled
MLLT11,,unlabeled
MLLT3,,unlabeled
MLLT6,,unlabeled
MLN,,unlabeled
MLNR,Phase 2,trial_heldout
MLPH,,unlabeled
MLST8,Phase 1,trial_heldout
MLX,,unlabeled
MLXIP,,unlabeled
MLXIPL,,unlabeled
MLYCD,,unlabeled
MMAA,,unlabeled
MMAB,,unlabeled
MMACHC,,unlabeled
MMADHC,,unlabeled
MMD,,unlabeled
MMD2,,unlabeled
MME,,unlabeled
MMEL1,,unlabeled
MMGT1,,unlabeled
MMP1,Phase 3,trial_heldout
MMP10,,unlabeled
MMP11,,unlabeled
MMP12,,unlabeled
MMP13,Phase 3,trial_heldout
MMP14,,unlabeled
MMP15,,unlabeled
MMP16,,unlabeled
MMP17,,unlabeled
MMP19,,unlabeled
MMP2,,unlabeled
MMP20,,unlabeled
MMP21,,unlabeled
MMP23B,,unlabeled
MMP24,,unlabeled
MMP25,,unlabeled
MMP26,,unlabeled
MMP27,,unlabeled
MMP28,,unlabeled
MMP3,,unlabeled
MMP7,Phase 3,trial_heldout
MMP8,Phase 3,trial_heldout
MMP9,Phase 3,trial_heldout
MMRN1,,unlabeled
MMRN2,,unlabeled
MMS19,,unlabeled
MMS22L,,unlabeled
MMUT,,unlabeled
MN1,,unlabeled
MNAT1,,unlabeled
MND1,,unlabeled
MNDA,,unlabeled
MNS1,,unlabeled
MNT,,unlabeled
MNX1,,unlabeled
MOAP1,,unlabeled
MOB1A,,unlabeled
MOB1B,,unlabeled
MOB2,,unlabeled
MOB3A,,unlabeled
MOB3B,,unlabeled
MOB3C,,unlabeled
MOB4,,unlabeled
MOBP,,unlabeled
MOCOS,,unlabeled
MOCS1,,unlabeled
MOCS2,,unlabeled
MOCS3,,unlabeled
MOG,,unlabeled
MOGAT1,,unlabeled
MOGAT2,,unlabeled
MOGAT3,,unlabeled
MOGS,,unlabeled
MOK,,unlabeled
MON1A,,unlabeled
MON1B,,unlabeled
MON2,,unlabeled
MORC1,,unlabeled
MORC2,,unlabeled
MORC3,,unlabeled
MORC4,,unlabeled
MORF4L1,,unlabeled
MORF4L2,,unlabeled
MORN1,,unlabeled
MORN2,,unlabeled
MORN3,,unlabeled
MORN4,,unlabeled
MORN5,,unlabeled
MOS,,unlabeled
MOSMO,,unlabeled
MOSPD1,,unlabeled
MOSPD2,,unlabeled
MOSPD3,,unlabeled
MOV10,,unlabeled
MOV10L1,,unlabeled
MOXD1,,unlabeled
MPC1,,unlabeled
MPC1L,,unlabeled
MPC2,,unlabeled
MPDU1,,unlabeled
MPDZ,,unlabeled
MPEG1,,unlabeled
MPG,,unlabeled
MPHOSPH10,,unlabeled
MPHOSPH6,,unlabeled
MPHOSPH8,,unlabeled
MPHOSPH9,,unlabeled
MPI,,unlabeled
MPIG6B,,unlabeled
MPL,Approved,P
MPLKIP,,unlabeled
MPND,,unlabeled
MPO,,unlabeled
MPP1,,unlabeled
MPP2,,unlabeled
MPP3,,unlabeled
MPP4,,unlabeled
MPP7,,unlabeled
MPPE1,,unlabeled
MPPED1,,unlabeled
MPPED2,,unlabeled
MPRIP,,unlabeled
MPST,,unlabeled
MPV17,,unlabeled
MPV17L,,unlabeled
MPV17L2,,unlabeled
MPZ,,unlabeled
MPZL1,,unlabeled
MPZL2,,unlabeled
MPZL3,,unlabeled
MR1,,unlabeled
MRAP,,unlabeled
MRAP2,,unlabeled
MRAS,,unlabeled
MRC1,,unlabeled
MRC2,,unlabeled
MRE11,,unlabeled
MREG,,unlabeled
MRFAP1,,unlabeled
MRFAP1L1,,unlabeled
MRGBP,,unlabeled
MRGPRD,,unlabeled
MRGPRE,,unlabeled
MRGPRF,,unlabeled
MRGPRG,,unlabeled
MRGPRX1,,unlabeled
MRGPRX2,,unlabeled
MRGPRX3,,unlabeled
MRGPRX4,,unlabeled
MRI1,,unlabeled
MRM1,,unlabeled
MRM2,,unlabeled
MRM3,,unlabeled
MRNIP,,unlabeled
MRO,,unlabeled
MROH1,,unlabeled
