gene	gene_id	chromosome	lof.oe_ci.upper	mis.z_score	IEI	gwas_score	gene_burden_score	expected_n_regulators_residuals	crossdonor_correlation_mean	zscore_Th1	neglog10_adjp_Th1	zscore_Th2	neglog10_adjp_Th2	zscore_Th17	neglog10_adjp_Th17	zscore_Treg	neglog10_adjp_Treg	polar_coef_rank_Rest	polar_coef_rank_Stim8hr	polar_coef_rank_Stim48hr	polar_coef_mean_Rest	polar_coef_mean_Stim8hr	polar_coef_mean_Stim48hr	polar_rank_range	known_polar_regulator	reg_burden_sig_Rest	reg_burden_sig_Stim8hr	reg_burden_sig_Stim48hr	n_sig_regulated_cytokines_Rest	n_sig_regulated_cytokines_Stim8hr	n_sig_regulated_cytokines_Stim48hr	has_any_significant_cytokine	n_sig_regulated_cytokine_receptors_Rest	n_sig_regulated_cytokine_receptors_Stim8hr	n_sig_regulated_cytokine_receptors_Stim48hr	has_any_significant_cytokine_receptors
PCDHGB3	ENSG00000262209	chr5	8.79E-01	-1.50E+00	0	0	0																													
PCDHGB4	ENSG00000253953	chr5	8.23E-01	1.23E+00	0	0	0																													
PCDHGB5	ENSG00000276547	chr5	9.71E-01	9.93E-01	0	0	0																													
PCDHGB6	ENSG00000253305	chr5	1.09E+00	7.01E-01	0	0	0							1.972460331558433	0.996026222206624																					
PCDHGB7	ENSG00000254122	chr5	7.92E-01	4.49E-01	0	0	0			-2.26057948827198		0.08459501203186917	0.012825243698787426			-0.8799169730592907	0.31744312591667895																			
PCDHGC3	ENSG00000240184	chr5	6.09E-01	1.73E+00	0	0	0			-0.2791423919998457		-0.4469146326550988	0.07882631387598245			1.9158974853507589	1.000249741009677																			
PCDHGC4	ENSG00000242419	chr5	3.87E-01	2.15E+00	0	0	0																													
PCDHGC5	ENSG00000240764	chr5	5.92E-01	1.71E+00	0	0	0																													
PCED1A	ENSG00000132635	chr20	6.94E-01	1.81E+00	0	0	0			0.5711439793784845	5.540375732814527e-05	-0.8515704891329698	0.18327152914155231	2.388986331504083	1.3674524262719632	1.4787064526371965	0.669215511181285																			
PCED1B	ENSG00000179715	chr12	NA	1.67E-02	0	0	0	43.457637316389224		0.5534837274179247	5.540375732814527e-05	-1.7592819423731325	0.5959193398573548	1.0913991352070693	0.4024794267536012	3.93917947265189	3.4638495586169906									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCF11	ENSG00000165494	chr11	1.68E-01	2.88E+00	0	0	0			-0.18441395964297413	5.540375732814527e-05	-1.0434806521981597	0.24946012838651935	-1.1157076406453725	0.4150022714262614	0.22284836243603962	0.05936542745817552																			
PCGF1	ENSG00000115289	chr2	4.38E-01	2.38E+00	0	0	0	-35.47318519424995	0.762045541549241									0.6786551993745114	0.8056546102903719	0.9908376963350786	-0.0047203781497669	-0.007404757227321	-0.0270769335436116	0.3121824969605672	0.0	1.0	0.0	0.0	1.0	0.0	2.0	1.0	2.0	1.0	2.0	1.0
PCGF2	ENSG00000277258	chr17	4.00E-01	7.80E-01	0	0	0	20.95684246550383		-0.11462214715803071	5.540375732814527e-05	-5.648332122517526	6.147265915400326	5.445021882217285	6.275171727797375	8.249027096246717	14.268016088475555									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCGF3	ENSG00000185619	chr4	3.97E-01	2.46E+00	0	0	0	-18.769113257451682	0.5400296567360777	-0.9484519909093412	5.540375732814527e-05	-0.6956042552816073	0.13871049164836863			-1.6100798323906444	0.7613965006645131	0.1308313786812614	0.1487519103413143	0.11282722513089	0.0142912439270811	0.010257023739483	0.0114122957342306	0.0359246852104243	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCGF5	ENSG00000180628	chr10	3.55E-01	3.89E+00	0	0	0	44.55834174701465						0.8883049463235623	0.30150621089181445											0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCGF6	ENSG00000156374	chr10	7.42E-01	1.77E+00	0	0	0	-36.621344436790594	0.5775924151088487	0.6360280981055642	5.540375732814527e-05	-2.5448277973278968	1.2150280858484064			-5.892951876698768	7.383794677763039	0.307271305707584	0.5748853795211412	0.293979057591623	0.0068672843552581	-0.0013451488334545	0.0048746795991674	0.28090632192951814	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
PCID2	ENSG00000126226	chr13	8.67E-01	1.95E+00	0	0	0							-5.2384774136686945	5.816902895913052																					
PCIF1	ENSG00000100982	chr20	2.24E-01	3.46E+00	0	0	0	12.8142499233156		0.43825047940967476	5.540375732814527e-05	-1.4478379164647905	0.4262753474858353	-0.33767097033520055	0.08811991716787965	-0.5462001471457301	0.1704152098388077									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCK1	ENSG00000124253	chr20	1.12E+00	3.74E-01	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCK2	ENSG00000100889	chr14	1.06E+00	2.92E-01	0	0.210017	0	76.57464427483953		0.49222974224622257	5.540375732814527e-05	-1.7017778189579342	0.5636280029738471	-2.925206200141021	1.941907932544711	-0.20021931259868989	0.05263087026228016									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCLAF	ENSG00000166803	chr15	1.29E+00	5.56E-01	0	0	0	53.868138451253486		-0.3346315684475201	5.540375732814527e-05	1.8936269171617646	0.6878543963028007	-1.5945234465655482	0.7059540726395845	-4.194238810177254	3.8872772496188954									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCLO	ENSG00000186472	chr7	2.30E-01	-6.71E-01	0	0.749074	0																													
PCM1	ENSG00000078674	chr8	7.41E-01	-9.81E+00	0	0	0	-11.098356884304337										0.0489966119364086	0.347427407030056	0.2869109947643979	0.0208541242741897	0.0042365050463362	0.005025340850334	0.2984307950936474	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
PCMT1	ENSG00000120265	chr6	5.37E-01	2.49E+00	0	0	0	-11.534904328657182						-3.0659117557827775	2.11443367884798											0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCMTD1	ENSG00000168300	chr8	5.17E-01	3.87E+00	0	0.178717	0	97.3812229292479		0.6066219824620483	5.540375732814527e-05	-0.6951962717175214	0.13860955045636184	3.4103366042628718	2.5699312356082165	4.619348167742561	4.657153940404764									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCMTD2	ENSG00000203880	chr20	7.27E-01	1.53E+00	0	0	0	-12.61286336130027		-0.051181580433902	5.540375732814527e-05	0.28641732449862956	0.046156376970574814	3.3091407721901933	2.4329967791620097	1.4427244715453424	0.6449760836411519									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCNA	ENSG00000132646	chr20	3.30E-01	3.83E+00	0	0.08102	0	11.368151243323837		0.23288361844534133	5.540375732814527e-05	0.2723563387043219	0.04347756140507583	-1.409982908023269	0.5869268033691183	-1.7843834260184297	0.8937247465073257									0.0	0.0	0.0								
PCNP	ENSG00000081154	chr3	5.44E-01	1.58E+00	0	0.066705	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCNT	ENSG00000160299	chr21	9.20E-01	-9.46E-01	0	0	0	-18.80766165741169		-0.2936515083006637	5.540375732814527e-05	0.9504234561401943	0.21788223587237363	0.9306591307482914	0.3211329271104865	-1.001697401407635	0.3797676562820858									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCNX1	ENSG00000100731	chr14	3.89E-01	2.20E+00	0	0	0	27.972034550367482		-0.4764573180060211	5.540375732814527e-05	-1.4106027987182403	0.40906808145322665	1.0332349485509191	0.37220662810514094	0.006652355990170319	0.0013112480430937236									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCNX2	ENSG00000135749	chr1	8.53E-01	1.39E+00	0	0.432819	0	19.777798367351497		0.14777964587113912	5.540375732814527e-05	-0.002083211895425086	0.00014633371837491086	4.500580973385637	4.335744930587005	4.922062828735901	5.247178955923595									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCNX3	ENSG00000197136	chr11	3.48E-01	2.95E+00	0	0	0	-33.03195876046012	0.7022801216853375									0.9765441751368256	0.9964340295466124	0.9795811518324608	-0.0275367363340781	-0.0298290755385256	-0.0209372291977093	0.019889854409786856	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0
PCNX4	ENSG00000126773	chr14	1.13E+00	-1.71E+00	0	0	0	-27.55341031483916	0.5096545710582329									0.4073494917904613	0.8624554253693326	0.8306282722513089	0.0038142749958608	-0.0098752786854958	-0.0092740383816199	0.4551059335788713	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
PCOLCE	ENSG00000106333	chr7	9.34E-01	2.25E-02	0	0.093285	0	-5.709597047791771		-0.06641834863166592	5.540375732814527e-05	-1.8032437900659868	0.6235284988979933	0.28326981879411617	0.07229257986165043	-1.9812391566187035	1.056075217651837									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCOLCE2	ENSG00000163710	chr3	1.16E+00	4.86E-01	0	0	0			0.845692725087349	5.540375732814527e-05	-1.291198547712203	0.35312251013722085	6.899999012380684	9.97875029349237	-0.6599010825076779	0.21610007921759106																			
PCP2	ENSG00000174788	chr19	1.65E+00	-4.72E-03	0	0	0	-8.666013366483812		0.17166355049187543	5.540375732814527e-05	-0.47565204785603865	0.08533913943022449	1.8957593632117247	0.9314569424225071	1.528110062619918	0.7036555127368319									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCP4	ENSG00000183036	chr21	1.45E+00	1.01E+00	0	0.484188	0																													
PCP4L1	ENSG00000248485	chr1	1.64E+00	-1.15E-02	0	0.211392	0							2.5996037987231975	1.5786325798167151														1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
PCSK1	ENSG00000175426	chr5	7.72E-01	1.84E+00	0	0	0																													
PCSK1N	ENSG00000102109	chrX	1.37E+00	-8.45E-01	0	0	0	0.5245596694452678		0.5160618680612731	5.540375732814527e-05	0.8632830011754745	0.18737188300121904	10.495648028573868	23.030383140717372	7.184552408882469	10.855108695206928									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCSK2	ENSG00000125851	chr20	3.14E-01	4.39E+00	0	0.621689	0																													
PCSK4	ENSG00000115257	chr19	9.82E-01	-1.54E+00	0	0	0							3.988915677398129	3.4452040223414926																					
PCSK5	ENSG00000099139	chr9	6.40E-01	3.06E+00	0	0.641529	0	20.85087800399516	-0.0176182406044278	0.40586012514723385	5.540375732814527e-05	-1.9280895206032929	0.711665103587214	-2.1182901013097037	1.1195691706416582	-5.923689460625435	7.457542757283469	0.8454521761793068	0.3492103922567499	0.7955497382198953	-0.0121616530152613	0.0041913646955166	-0.0079894659987611	0.4962417839225569	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	3.0	0.0	1.0
PCSK6	ENSG00000140479	chr15	8.25E-01	1.09E+00	0	0.288969	0	17.37085117515726		-2.119748924711217	0.16977215772239904	4.126215548266011	3.214793510727339	-8.87157245390137	16.447337869083803	-7.350873212025504	11.35989522526656									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCSK7	ENSG00000160613	chr11	6.79E-01	4.06E+00	0	0.067996	0	-19.971085616519883		-0.7570482112934214	5.540375732814527e-05	0.3621468188233754	0.06219807805672389	-2.919568165595232	1.9354854095865466	-1.2138299033311006	0.4999266070738823	0.9119103466249674	0.8145695364238411	0.5793193717277487	-0.0169545951422512	-0.0076994201035368	-0.0021975433079025	0.33259097489721867	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCSK9	ENSG00000169174	chr1	1.14E+00	1.24E+00	0	0	0			-0.06610221920604029	5.540375732814527e-05	0.4561364579175697	0.08122558983760192	-3.220113724813705	2.3160413860750784	-1.4929537807188549	0.679060431673933																			
PCTP	ENSG00000141179	chr17	1.20E+00	-4.89E-01	0	0	0	12.357256518425261		2.319778838868835	0.298601447868685	-0.5208866193856552	0.09588083081305693	8.80541137421899	16.200824396454504	7.095651227819747	10.596991509472803									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCYOX1	ENSG00000116005	chr2	1.27E+00	-5.06E-01	0	0	0	-9.739122373534656																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCYOX1L	ENSG00000145882	chr5	1.18E+00	8.06E-01	0	0.459421	0	-5.452117467965408		0.7022215890154035	5.540375732814527e-05	-0.05735212918743189	0.008660684361710455	-0.7815727105144334	0.2534638988383657	4.143845982671363	3.8004223490283064									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCYT1A	ENSG00000161217	chr3	7.99E-01	1.04E+00	0	0.267236	0	-10.517077047503696		-0.27924658485018033	5.540375732814527e-05	-0.11985598808148867	0.018870501028940317	-2.1695436626999736	1.1639601515847207	-2.242049746119501	1.2937805131072257									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PCYT1B	ENSG00000102230	chrX	6.42E-01	3.28E+00	0	0	0			0.5069648957571513	5.540375732814527e-05	2.318176043574642	1.0133728923019893	2.2982310487824344	1.2816261313090405	1.0073842619148232	0.3827986931883549																			
PCYT2	ENSG00000185813	chr17	8.82E-01	1.68E+00	0	0	0	6.845715878885524	0.5299140809450333	0.6661523368993371	5.540375732814527e-05	3.203172490409198	1.9168955063170776	-3.176702315842213	2.2581770904705163	-7.63216948072402	12.239841414351902	0.9603857180088612	0.4001528273051452	0.2746073298429319	-0.0239319188703292	0.0029171006008766	0.0054540559713007	0.6857783881659293	0.0	0.0	0.0	0.0	2.0	2.0	5.0	1.0	4.0	4.0	4.0	1.0
PDAP1	ENSG00000106244	chr7	7.39E-01	2.25E+00	0	0	0		0.5066634538467976									0.0620276257492832	0.2284768211920529	0.5178010471204189	0.019440706262961	0.0074251975529371	-0.0006686172546781	0.45577342137113563	0.0				0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
PDC	ENSG00000116703	chr1	1.26E+00	3.23E-01	0	0	0																													
PDCD1	ENSG00000188389	chr2	7.19E-01	1.81E+00	1	0.665909	0	28.037383104384528		0.27937878880334915	5.540375732814527e-05	-3.384051107972942	2.1432186028396396	-1.5698552919286628	0.6899356989946324	7.52961735900744	11.915588149625167									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD10	ENSG00000114209	chr3	3.13E-01	1.99E+00	0	0.42454	0	-41.3737646305807	0.5158238634879835									0.5837894188167839	0.5710646968925115	0.0104712041884816	-0.0015629612269397	-0.0012500446682917	0.0222713831114682	0.5733182146283023	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0
PDCD11	ENSG00000148843	chr10	5.77E-01	1.87E+00	0	0.174086	0			-0.3259581381536016	5.540375732814527e-05	1.0385467011530125	0.24806528631381689	-1.893827134398757	0.9298063800198316	-0.3936329356647622	0.11337001725660344																			
PDCD1LG2	ENSG00000197646	chr9	1.52E+00	-1.45E+00	0	0.039539	0	23.72746372304037		-0.6593705372307885	5.540375732814527e-05	1.0983471912204212	0.2695990064948215	-2.80990635828958	1.8066916517586256	-4.414698423566613	4.277425749516487									0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD2	ENSG00000071994	chr6	1.31E+00	-7.62E-01	0	0	0	-28.13717798046751	0.0552289151505334										0.2878247580234335			0.0058251935644892		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD2L	ENSG00000126249	chr19	1.40E+00	-3.26E-01	0	0	0	14.389745038784469	0.15499959085706208	-0.2794069803953595	5.540375732814527e-05	0.575611748300373	0.10824004375804874	-1.8890049045465516	0.9259999530020487	-0.6607790004553521	0.2163916648752563	0.0854834506124576	0.0771777890983189	0.200261780104712	0.0176749774723678	0.0141933868804352	0.0077651795759312	0.12308399100639308	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0
PDCD4	ENSG00000150593	chr10	1.30E+00	-4.36E-01	0	0.156416	0	101.05509193121524		0.9507357471216281	5.540375732814527e-05	-2.392836908032079	1.077119050966623	3.827954455678881	3.189333854821106	4.128668862036366	3.775321783904915									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD5	ENSG00000105185	chr19	1.49E+00	-1.53E-01	0	0.431575	0	-4.7967601247896985	0.6713415328883385	0.30995238583098145	5.540375732814527e-05	0.8610050768127033	0.18667188006992366	-0.6304651101010541	0.19029148417387295	-1.5920309893589828	0.748386181995486	0.4250716705759708	0.9437086092715232	0.7910994764397906	0.0033134089879905	-0.0152371984968103	-0.0078734206580866	0.5186369386955525	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
PDCD6	ENSG00000249915	chr5	6.88E-01	1.14E+00	0	0	0	-47.45545941613701																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD6-AHRR	ENSG00000288622	chr5	NA	6.44E-01	0	0	0																													
PDCD6IP	ENSG00000170248	chr3	5.35E-01	2.20E+00	0	0	0	-53.84079315167535																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDCD7	ENSG00000090470	chr15	1.24E+00	3.11E-01	0	0	0							-1.8341876346957398	0.8822624497432185																					
PDCL	ENSG00000136940	chr9	6.82E-01	9.21E-01	0	0	0	-37.55177183406189	0.5613396555372354									0.6145426114151681	0.3606724401426388	0.5882198952879581	-0.0026160142310252	0.0039244489476874	-0.002413562618602	0.2538701712725293	0.0	0.0	0.0	0.0	1.0	2.0	3.0	1.0	3.0	2.0	9.0	1.0
PDCL2	ENSG00000163440	chr4	1.08E+00	9.97E-01	0	0	0																													
PDCL3	ENSG00000115539	chr2	1.19E+00	1.20E+00	0	0.06513	0	-20.46415166948111																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE10A	ENSG00000112541	chr6	5.21E-01	4.17E+00	0	0.718234	0			-1.2422944576169048		0.6612983477468091		-0.2313057228873727	0.058096104276557856	-0.5884182222023472	0.18673387750399845																			
PDE11A	ENSG00000128655	chr2	1.18E+00	1.46E-01	0	0	0																													
PDE12	ENSG00000174840	chr3	7.94E-01	1.85E+00	0	0	0	-45.29988386850638																		0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE1A	ENSG00000115252	chr2	7.53E-01	5.71E-01	0	0.52276	0																													
PDE1B	ENSG00000123360	chr12	3.10E-01	3.22E+00	0	0.417594	0	15.754618082088028		0.23203044236033524	5.540375732814527e-05	-3.635476631848409	2.4811516023690148	-2.870279421790137	1.875652434047036	3.2395535538118194	2.4377180814940327									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE1C	ENSG00000154678	chr7	8.23E-01	2.04E+00	0	0.036162	0																													
PDE2A	ENSG00000186642	chr11	4.99E-01	5.30E+00	0	0.415663	0			1.4762379274767297	5.540375732814527e-05	0.42596235664719373	0.07388308894585437	3.8807462866995603	3.2724753531484594	3.7532376026989662	3.174039212763753																			
PDE3A	ENSG00000172572	chr12	5.64E-01	1.54E-01	0	0	0																													
PDE3B	ENSG00000152270	chr11	6.93E-01	-1.83E-01	0	0	0	66.17605016527381		-0.24097468243049386	5.540375732814527e-05	-1.5395724430868079	0.47398479574075025	-3.9197214205777273	3.335659152133247	0.014634895764364846	0.0033602342631701815	0.2958040135522544	0.0891492613346918	0.0356020942408377	0.0072485680220896	0.013348316040632	0.0168149538102778	0.2602019193114167	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0
PDE4A	ENSG00000065989	chr19	4.09E-01	3.11E+00	0	0.361036	0	26.622906546215543		-4.1827035076494505	2.2915966267476	1.7319612050948388	0.5798866560921212	-9.129669612121049	17.44178557245997	-3.218070592033656	2.408524476951836									0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE4B	ENSG00000184588	chr1	3.54E-01	3.57E+00	0	0.551629	0	35.59384969304568		1.623586667752742	5.540375732814527e-05	-3.7115648500501406	2.588440858013638	2.2411103073875425	1.2277041801050008	5.955448930932521	7.532551139847535									0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE4C	ENSG00000105650	chr19	9.90E-01	1.74E+00	0	0.126529	0																													
PDE4D	ENSG00000113448	chr5	3.86E-01	4.32E+00	0	0.622464	0	54.632744593507766		0.17834382068794216	5.540375732814527e-05	-3.7226724921766485	2.6041870944628043	-0.09002723252612334	0.021331257539254352	0.1563968112219715	0.039272032023513384									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE4DIP	ENSG00000178104	chr1	3.31E-01	1.03E+01	0	0.511482	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE5A	ENSG00000138735	chr4	7.45E-01	2.42E+00	0	0	0			0.611803640782697	5.540375732814527e-05	-1.3437690318550035	0.37703494481333705	4.336092832814158	4.039412997626212	-1.3541273174451542	0.5861480129337747												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE6A	ENSG00000132915	chr5	9.47E-01	4.26E-01	0	0	0																													
PDE6B	ENSG00000133256	chr4	1.14E+00	-4.69E-01	0	0	0	26.31800710239224																		1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE6C	ENSG00000095464	chr10	8.03E-01	1.67E+00	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE6D	ENSG00000156973	chr2	7.75E-01	1.44E+00	0	0	0	6.810875564662999	0.2819189224303468									0.4120406567630961	0.054253693326541	0.2321989528795811	0.0037192031840647	0.015834997746426	0.0067807709230707	0.3577869634365551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE6G	ENSG00000185527	chr17	1.55E+00	3.30E-01	0	0	0	10.944400271706527		0.3805456655905513	5.540375732814527e-05	-1.3607853039580045	0.38513214796701384	-4.575032288565343	4.473848593142057	-1.6339082610712623	0.7784563826029637									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE6H	ENSG00000139053	chr12	1.97E+00	1.49E-01	0	0	0			1.2389545595259768	5.540375732814527e-05	0.5554934715258786	0.10368743158468204			0.6356927345057354	0.2054848699821851																			
PDE7A	ENSG00000205268	chr8	7.92E-01	1.99E+00	0	0.385983	0	36.21405946341245		-0.00017268404352997524	5.0656495706103035e-05	-1.263943456156303	0.34100709848137145	-4.540796909867019	4.410193819185824	-2.1908799960275696	1.2435330501315547									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE7B	ENSG00000171408	chr6	7.04E-01	1.35E+00	0	0.500221	0	37.60038827381576		-4.706304987166976	3.1773226446231275	1.943224736047819	0.7213790699913349	-13.051300588680244	35.795424528620536	2.3248424762972877	1.3724562227956587									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE8A	ENSG00000073417	chr15	6.98E-01	4.20E-01	0	0.622141	0	6.191487658433217		0.04146671328471211	5.540375732814527e-05	1.5447030264878143	0.4764821151031464	2.2178653249134745	1.2061775669364543	2.080584235834367	1.143381105915782									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDE8B	ENSG00000113231	chr5	3.56E-01	4.42E+00	0	0.749302	0			-1.6489154159337711	5.540375732814527e-05	-2.7953914183911865	1.4605950473798985	-4.810642797748645	4.933253437320688	-1.71711089843481	0.8411739031086147																			
PDE9A	ENSG00000160191	chr21	8.51E-01	1.74E+00	0	0.035429	0	29.319041310075097		0.07051190351311767	5.540375732814527e-05	3.0890655793755504	1.7835034559576919	1.198657647553596	0.46015188318479716	4.081231540969554	3.6949015850103666									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDF	ENSG00000258429	chr16	2.06E+00	-1.89E+00	0	0	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFA	ENSG00000197461	chr7	6.13E-01	7.94E-01	0	0.06713	0	15.287148493347582		2.2534283069393073	0.25166153812616615	-2.8047303924897213	1.469827004052806	4.315748913380264	4.0025950625227775	1.4699462873763252	0.6631237922218095									0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFB	ENSG00000100311	chr22	4.08E-01	9.87E-01	0	0.78549	0	-3.6735112913928183		-0.33962004336621826	5.540375732814527e-05	-3.1985809217396386	1.910477889674854	1.3938719486576934	0.5771927700823143	-1.5858366529873895	0.7441480481178163	0.6622361219702892	0.8341823739174733	0.6895287958115183	-0.0041300033166494	-0.0085538785694959	-0.0049315823526595	0.17194625194718405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFC	ENSG00000145431	chr4	5.48E-01	1.90E+00	0	0.325744	0																													
PDGFD	ENSG00000170962	chr11	9.10E-01	2.54E-01	0	0.504244	0																						0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRA	ENSG00000134853	chr4	2.87E-01	3.92E+00	0	0.0499	0			0.7169687937291841	5.540375732814527e-05	4.945333464207985	4.653955913258729	-3.605781223655728	2.8511782749086545	-4.208805713364535	3.9126470216538993																			
PDGFRB	ENSG00000113721	chr5	4.52E-01	3.63E+00	0	0	0			0.3863826026754545	5.540375732814527e-05	2.437471821096932	1.116138376999622	2.399337709292685	1.3769432767894902	1.0101221031166894	0.3841615615343324												0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PDGFRL	ENSG00000104213	chr8	1.58E+00	-4.43E+00	0	0	0			0.3886369515260967	5.540375732814527e-05	0.6836829625038335	0.1352224989938486	-1.0587206636579252	0.38581212904294	7.722167515622961	12.528282975221241																			
PDHA1	ENSG00000131828	chrX	1.44E-01	3.72E+00	0	0	0	-27.25704745414819	0.2863409899245132	0.19754123720443123	5.540375732814527e-05	1.1491030953472845	0.28975840871015696	-2.155326733601897	1.151805838848554	-2.0070289415775573	1.078728907713205	0.4490487359916602	0.912633723892002	0.7657068062827225	0.0025047061259174	-0.0128262278603358	-0.0070852181551709	0.46358498790034186	0.0	0.0	0.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	3.0	1.0
PDHA2	ENSG00000163114	chr4	NA	-7.12E-01	0	0	0																													
PDHB	ENSG00000168291	chr3	5.96E-01	2.60E+00	0	0.490402	0	-21.81956821600447	0.4986404777745141	0.4781797392375933	5.540375732814527e-05	1.9739477484143677	0.742571560256605			-4.718388949495982	4.8463912120735175	0.8407610112066719	0.5901681100356597	0.3882198952879581	-0.0118376984607447	-0.0016715508222035	0.0024195315020459	0.4525411159187138	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
